x,y,z,qw,qx,qy,qz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.37134846,-0.32759532,0.24560575,0.50541800,-0.49929843,0.49589733,0.49933912,295.60687479,-1.29255647,-1.75010836,-1.29255647,291.01329294,-6.98455692,-1.75010836,-6.98455692,298.52972337,0.81880597,1.35769973,2.80097341,1.35769973,9.88266840,13.56762371,2.80097341,13.56762371,26.71708156
0.37131377,-0.32754355,0.24559963,0.50541971,-0.49929449,0.49591235,0.49932641,295.35022176,-1.33858466,-1.86560986,-1.33858466,290.47355418,-7.39565204,-1.86560986,-7.39565204,298.44041826,0.82638385,1.38703680,2.78575785,1.38703680,9.83801090,13.50615187,2.78575785,13.50615187,26.44956656
0.37127758,-0.32748727,0.24559324,0.50542151,-0.49929037,0.49592803,0.49931314,295.09382737,-1.38107719,-1.98257931,-1.38107719,289.93225744,-7.80662733,-1.98257931,-7.80662733,298.35071416,0.83404649,1.41682824,2.77007664,1.41682824,9.79542023,13.44272748,2.77007664,13.44272748,26.18192326
0.37123996,-0.32742634,0.24558660,0.50542338,-0.49928607,0.49594435,0.49929933,294.83770251,-1.42000324,-2.10102775,-1.42000324,289.38934622,-8.21745707,-2.10102775,-8.21745707,298.26059605,0.84179357,1.44707672,2.75392207,1.44707672,9.75495883,13.37731607,2.75392207,13.37731607,25.91422128
0.37120093,-0.32736063,0.24557970,0.50542533,-0.49928160,0.49596129,0.49928501,294.58185828,-1.45533225,-2.22096610,-1.45533225,288.84476294,-8.62811495,-2.22096610,-8.62811495,298.17004866,0.84962466,1.47778472,2.73728651,1.47778472,9.71668925,13.30988328,2.73728651,13.30988328,25.64653142
0.37116056,-0.32729003,0.24557257,0.50542736,-0.49927695,0.49597883,0.49927017,294.32630602,-1.48703396,-2.34240512,-1.48703396,288.29844899,-9.03857417,-2.34240512,-9.03857417,298.07905642,0.85753931,1.50895451,2.72016238,1.50895451,9.68067403,13.24039495,2.72016238,13.24039495,25.37892563
0.37111888,-0.32721439,0.24556521,0.50542947,-0.49927214,0.49599696,0.49925485,294.07105728,-1.51507843,-2.46535546,-1.51507843,287.75034472,-9.44880740,-2.46535546,-9.44880740,297.98760347,0.86553699,1.54058820,2.70254220,1.54058820,9.64697566,13.16881708,2.70254220,13.16881708,25.11147695
0.37107593,-0.32713362,0.24555763,0.50543165,-0.49926716,0.49601565,0.49923904,293.81612388,-1.53943603,-2.58982761,-1.53943603,287.20038944,-9.85878678,-2.58982761,-9.85878678,297.89567369,0.87361709,1.57268765,2.68441856,1.57268765,9.61565657,13.09511594,2.68441856,13.09511594,24.84425950
0.37103177,-0.32704759,0.24554984,0.50543391,-0.49926202,0.49603489,0.49922278,293.56151784,-1.56007749,-2.71583189,-1.56007749,286.64852147,-10.26848391,-2.71583189,-10.26848391,297.80325067,0.88177895,1.60525453,2.66578414,1.60525453,9.58677896,13.01925804,2.66578414,13.01925804,24.57734844
0.37098642,-0.32695619,0.24554185,0.50543623,-0.49925673,0.49605467,0.49920607,293.30725142,-1.57697389,-2.84337849,-1.57697389,286.09467811,-10.67786989,-2.84337849,-10.67786989,297.71031771,0.89002184,1.63829027,2.64663174,1.63829027,9.56040483,12.94121021,2.64663174,12.94121021,24.31081991
0.37093994,-0.32685933,0.24553368,0.50543863,-0.49925129,0.49607496,0.49918892,293.05333716,-1.59009673,-2.97247739,-1.59009673,285.53879570,-11.08691531,-2.97247739,-11.08691531,297.61685786,0.89834494,1.67179606,2.62695429,1.67179606,9.53659586,12.86093962,2.62695429,12.86093962,24.04475101
0.37089237,-0.32675689,0.24552533,0.50544110,-0.49924570,0.49609575,0.49917135,292.79978780,-1.59941786,-3.10313842,-1.59941786,284.98080961,-11.49559023,-3.10313842,-11.49559023,297.52285387,0.90674736,1.70577285,2.60674480,1.70577285,9.51541338,12.77841382,2.60674480,12.77841382,23.77921977
0.37084374,-0.32664878,0.24551681,0.50544363,-0.49923996,0.49611703,0.49915337,292.54661637,-1.60490960,-3.23537122,-1.60490960,284.42065425,-11.90386421,-3.23537122,-11.90386421,297.42828825,0.91522814,1.74022133,2.58599646,1.74022133,9.49691826,12.69360077,2.58599646,12.69360077,23.51430507
0.37079410,-0.32653490,0.24550814,0.50544624,-0.49923408,0.49613877,0.49913500,292.29383613,-1.60654467,-3.36918523,-1.60654467,283.85826314,-12.31170631,-3.36918523,-12.31170631,297.33314324,0.92378625,1.77514192,2.56470258,1.77514192,9.48117085,12.60646890,2.56470258,12.60646890,23.25008663
0.37074348,-0.32641517,0.24549932,0.50544891,-0.49922807,0.49616097,0.49911625,292.04146061,-1.60429627,-3.50458971,-1.60429627,283.29356889,-12.71908509,-3.50458971,-12.71908509,297.23740080,0.93242055,1.81053477,2.54285664,1.81053477,9.46823092,12.51698712,2.54285664,12.51698712,22.98664493
0.37069192,-0.32628949,0.24549037,0.50545164,-0.49922192,0.49618361,0.49909713,291.78950360,-1.59813809,-3.64159367,-1.59813809,282.72650323,-13.12596863,-3.64159367,-13.12596863,297.14104266,0.94112984,1.84639974,2.52045229,1.84639974,9.45815758,12.42512491,2.52045229,12.42512491,22.72406118
0.37063947,-0.32615778,0.24548129,0.50545444,-0.49921565,0.49620667,0.49907765,291.53797915,-1.58804429,-3.78020596,-1.58804429,282.15699704,-13.53232451,-3.78020596,-13.53232451,297.04405028,0.94991284,1.88273641,2.49748334,1.88273641,9.45100920,12.33085231,2.49748334,12.33085231,22.46241727
0.37058615,-0.32601995,0.24547211,0.50545730,-0.49920924,0.49623014,0.49905782,291.28690159,-1.57398957,-3.92043516,-1.57398957,281.58498039,-13.93811986,-3.92043516,-13.93811986,296.94640489,0.95876815,1.91954403,2.47394381,1.91954403,9.44684332,12.23413997,2.47394381,12.23413997,22.20179570
0.37053202,-0.32587593,0.24546282,0.50546022,-0.49920271,0.49625400,0.49903766,291.03628551,-1.55594917,-4.06228964,-1.55594917,281.01038256,-14.34332132,-4.06228964,-14.34332132,296.84808745,0.96769433,1.95682155,2.44982791,1.95682155,9.44571660,12.13495922,2.44982791,12.13495922,21.94227954
0.37047709,-0.32572564,0.24545345,0.50546320,-0.49919607,0.49627825,0.49901717,290.78614580,-1.53389887,-4.20577752,-1.53389887,280.43313205,-14.74789508,-4.20577752,-14.74789508,296.74907872,0.97668980,1.99456760,2.42513006,1.99456760,9.44768471,12.03328210,2.42513006,12.03328210,21.68395238
0.37042142,-0.32556900,0.24544400,0.50546624,-0.49918930,0.49630287,0.49899638,290.53649759,-1.50781506,-4.35090668,-1.50781506,279.85315667,-15.15180688,-4.35090668,-15.15180688,296.64935921,0.98575292,2.03278046,2.39984491,2.03278046,9.45280227,11.92908140,2.39984491,11.92908140,21.42689822
0.37036503,-0.32540595,0.24543448,0.50546934,-0.49918243,0.49632784,0.49897528,290.28735634,-1.47767469,-4.49768474,-1.47767469,279.27038349,-15.55502204,-4.49768474,-15.55502204,296.54890920,0.99488195,2.07145809,2.37396734,2.07145809,9.46112275,11.82233068,2.37396734,11.82233068,21.17120150
0.37030796,-0.32523640,0.24542491,0.50547250,-0.49917544,0.49635315,0.49895389,290.03873778,-1.44345536,-4.64611907,-1.44345536,278.68473895,-15.95750542,-4.64611907,-15.95750542,296.44770877,1.00407504,2.11059807,2.34749247,2.11059807,9.47269842,11.71300437,2.34749247,11.71300437,20.91694694
0.37025025,-0.32506030,0.24541529,0.50547571,-0.49916835,0.49637880,0.49893222,289.79065790,-1.40513530,-4.79621674,-1.40513530,278.09614887,-16.35922148,-4.79621674,-16.35922148,296.34573778,1.01333027,2.15019764,2.32041569,2.15019764,9.48758021,11.60107776,2.32041569,11.60107776,20.66421956
0.37019193,-0.32487758,0.24540564,0.50547898,-0.49916115,0.49640476,0.49891028,289.54313304,-1.36269341,-4.94798455,-1.36269341,277.50453848,-16.76013429,-4.94798455,-16.76013429,296.24297588,1.02264558,2.19025366,2.29273265,2.19025366,9.50581770,11.48652706,2.29273265,11.48652706,20.41310455
0.37013304,-0.32468818,0.24539598,0.50548230,-0.49915385,0.49643102,0.49888808,289.29617980,-1.31610927,-5.10142903,-1.31610927,276.90983247,-17.16020750,-5.10142903,-17.16020750,296.13940253,1.03201886,2.23076261,2.26443928,2.23076261,9.52745896,11.36932947,2.26443928,11.36932947,20.16368725
0.37007362,-0.32449202,0.24538630,0.50548568,-0.49914646,0.49645758,0.49886563,289.04981510,-1.26536314,-5.25655638,-1.26536314,276.31195503,-17.55940439,-5.25655638,-17.55940439,296.03499701,1.04144784,2.27172057,2.23553180,2.27172057,9.55255052,11.24946320,2.23553180,11.24946320,19.91605306
0.37001369,-0.32428906,0.24537663,0.50548910,-0.49913897,0.49648442,0.49884294,288.80405615,-1.21043605,-5.41337253,-1.21043605,275.71082990,-17.95768788,-5.41337253,-17.95768788,295.92973839,1.05093020,2.31312324,2.20600675,2.31312324,9.58113727,11.12690749,2.20600675,11.12690749,19.67028738
0.36995330,-0.32407924,0.24536697,0.50549259,-0.49913139,0.49651153,0.49882002,288.55892048,-1.15130973,-5.57188306,-1.15130973,275.10638042,-18.35502055,-5.57188306,-18.35502055,295.82360561,1.06046348,2.35496589,2.17586095,2.35496589,9.61326236,11.00164271,2.17586095,11.00164271,19.42647552
0.36989247,-0.32386249,0.24535733,0.50549612,-0.49912371,0.49653889,0.49879687,288.31442593,-1.08796669,-5.73209326,-1.08796669,274.49852955,-18.75136461,-5.73209326,-18.75136461,295.71657741,1.07004512,2.39724340,2.14509158,2.39724340,9.64896712,10.87365036,2.14509158,10.87365036,19.18470267
0.36983125,-0.32363877,0.24534773,0.50549970,-0.49911596,0.49656651,0.49877352,288.07059065,-1.02039025,-5.89400807,-1.02039025,273.88719996,-19.14668199,-5.89400807,-19.14668199,295.60863239,1.07967246,2.43995019,2.11369614,2.43995019,9.68829100,10.74291314,2.11369614,10.74291314,18.94505380
0.36976967,-0.32340801,0.24533818,0.50550333,-0.49910812,0.49659436,0.49874995,287.82743312,-0.94856450,-6.05763208,-0.94856450,273.27231403,-19.54093428,-6.05763208,-19.54093428,295.49974900,1.08934273,2.48308030,2.08167249,2.48308030,9.73127145,10.60941497,2.08167249,10.60941497,18.70761356
0.36970776,-0.32317017,0.24532869,0.50550701,-0.49910020,0.49662244,0.49872619,287.58497213,-0.87247438,-6.22296957,-0.87247438,272.65379395,-19.93408280,-6.22296957,-19.93408280,295.38990556,1.09905305,2.52662727,2.04901883,2.52662727,9.77794388,10.47314106,2.04901883,10.47314106,18.47246629
0.36964555,-0.32292519,0.24531927,0.50551074,-0.49909220,0.49665073,0.49870224,287.34322681,-0.79210569,-6.39002443,-0.79210569,272.03156177,-20.32608859,-6.39002443,-20.32608859,295.27908024,1.10880041,2.57058423,2.01573374,2.57058423,9.82834151,10.33407791,2.01573374,10.33407791,18.23969586
0.36958309,-0.32267302,0.24530993,0.50551451,-0.49908413,0.49667923,0.49867811,287.10221659,-0.70744506,-6.55880020,-0.70744506,271.40553940,-20.71691246,-6.55880020,-20.71691246,295.16725113,1.11858171,2.61494385,1.98181620,2.61494385,9.88249536,10.19221341,1.98181620,10.19221341,18.00938563
0.36952040,-0.32241361,0.24530068,0.50551833,-0.49907598,0.49670792,0.49865381,286.86196127,-0.61848005,-6.72930004,-0.61848005,270.77564874,-21.10651496,-6.72930004,-21.10651496,295.05439619,1.12839373,2.65969833,1.94726554,2.65969833,9.94043413,10.04753682,1.94726554,10.04753682,17.78161840
0.36945753,-0.32214692,0.24529154,0.50552219,-0.49906777,0.49673680,0.49862934,286.62248094,-0.52519912,-6.90152675,-0.52519912,270.14181169,-21.49485644,-6.90152675,-21.49485644,294.94049327,1.13823314,2.70483940,1.91208153,2.70483940,10.00218411,9.90003886,1.91208153,9.90003886,17.55647628
0.36939450,-0.32187289,0.24528251,0.50552610,-0.49905949,0.49676586,0.49860472,286.38379607,-0.42759163,-7.07548271,-0.42759163,269.50395023,-21.88189704,-7.07548271,-21.88189704,294.82552016,1.14809649,2.75035831,1.87626435,2.75035831,10.06776913,9.74971171,1.87626435,9.74971171,17.33404067
0.36933136,-0.32159148,0.24527360,0.50553006,-0.49905114,0.49679508,0.49857995,286.14592743,-0.32564795,-7.25116992,-0.32564795,268.86198648,-22.26759674,-7.25116992,-22.26759674,294.70945457,1.15798022,2.79624586,1.83981456,2.79624586,10.13721048,9.59654910,1.83981456,9.59654910,17.11439216
0.36926813,-0.32130264,0.24526484,0.50553406,-0.49904274,0.49682446,0.49855504,285.90889617,-0.21935936,-7.42858997,-0.21935936,268.21584274,-22.65191536,-7.42858997,-22.65191536,294.59227413,1.16788064,2.84249232,1.80273322,2.84249232,10.21052680,9.44054628,1.80273322,9.44054628,16.89761043
0.36920486,-0.32100632,0.24525621,0.50553809,-0.49903427,0.49685399,0.49852999,285.67272375,-0.10871817,-7.60774406,-0.10871817,267.56544159,-23.03481259,-7.60774406,-23.03481259,294.47395643,1.17779396,2.88908750,1.76502176,2.88908750,10.28773405,9.28170012,1.76502176,9.28170012,16.68377423
0.36914157,-0.32070248,0.24524775,0.50554218,-0.49902574,0.49688366,0.49850481,285.43743199,0.00628232,-7.78863292,0.00628232,266.91070594,-23.41624799,-7.78863292,-23.41624799,294.35447902,1.18771628,2.93602069,1.72668211,2.93602069,10.36884541,9.12000908,1.72668211,9.12000908,16.47296126
0.36907830,-0.32039107,0.24523945,0.50554630,-0.49901716,0.49691346,0.49847951,285.20304308,0.12564777,-7.97125690,0.12564777,266.25155906,-23.79618105,-7.97125690,-23.79618105,294.23381941,1.19764357,2.98328070,1.68771665,2.98328070,10.45387123,8.95547332,1.68771665,8.95547332,16.26524812
0.36901510,-0.32007205,0.24523132,0.50555046,-0.49900853,0.49694338,0.49845410,284.96957952,0.24938279,-8.15561589,0.24938279,265.58792473,-24.17457119,-8.15561589,-24.17457119,294.11195511,1.20757169,3.03085583,1.64812821,3.03085583,10.54281891,8.78809467,1.64812821,8.78809467,16.06071020
0.36895198,-0.31974536,0.24522339,0.50555466,-0.49899985,0.49697342,0.49842858,284.73706420,0.37749093,-8.34170932,0.37749093,264.91972722,-24.55137777,-8.34170932,-24.55137777,293.98886360,1.21749638,3.07873386,1.60792011,3.07873386,10.63569293,8.61787670,1.60792011,8.61787670,15.85942167
0.36888899,-0.31941098,0.24521565,0.50555891,-0.49899112,0.49700357,0.49840295,284.50552035,0.50997466,-8.52953621,0.50997466,264.24689141,-24.92656015,-8.52953621,-24.92656015,293.86452239,1.22741328,3.12690207,1.56709614,3.12690207,10.73249470,8.44482472,1.56709614,8.44482472,15.66145536
0.36882617,-0.31906885,0.24520811,0.50556319,-0.49898235,0.49703381,0.49837723,284.27497156,0.64683532,-8.71909507,0.64683532,263.56934285,-25.30007769,-8.71909507,-25.30007769,293.73890899,1.23731791,3.17534723,1.52566061,3.17534723,10.83322254,8.26894585,1.52566061,8.26894585,15.46688270
0.36876354,-0.31871893,0.24520079,0.50556751,-0.49897353,0.49706415,0.49835143,284.04544176,0.78807317,-8.91038397,0.78807317,262.88700783,-25.67188974,-8.91038397,-25.67188974,293.61200095,1.24720565,3.22405558,1.48361829,3.22405558,10.93787160,8.09024898,1.48361829,8.09024898,15.27577363
0.36870115,-0.31836117,0.24519370,0.50557186,-0.49896467,0.49709457,0.49832554,283.81695529,0.93368729,-9.10340052,0.93368729,262.19981346,-26.04195576,-9.10340052,-26.04195576,293.48377586,1.25707182,3.27301287,1.44097448,3.27301287,11.04643385,7.90874488,1.44097448,7.90874488,15.08819659
0.36863902,-0.31799554,0.24518684,0.50557626,-0.49895578,0.49712506,0.49829957,283.58953679,1.08367562,-9.29814180,1.08367562,261.50768771,-26.41023524,-9.29814180,-26.41023524,293.35421138,1.26691158,3.32220430,1.39773497,3.32220430,11.15889798,7.72444616,1.39773497,7.72444616,14.90421839
0.36857719,-0.31762198,0.24518022,0.50558069,-0.49894684,0.49715562,0.49827353,283.36321131,1.23803493,-9.49460445,1.23803493,260.81055953,-26.77668780,-9.49460445,-26.77668780,293.22328521,1.27672000,3.37161457,1.35390609,3.37161457,11.27524938,7.53736729,1.35390609,7.53736729,14.72390417
0.36851570,-0.31724045,0.24517385,0.50558515,-0.49893787,0.49718625,0.49824742,283.13800424,1.39676080,-9.69278459,1.39676080,260.10835891,-27.14127316,-9.69278459,-27.14127316,293.09097515,1.28649205,3.42122788,1.30949466,3.42122788,11.39547009,7.34752468,1.30949466,7.34752468,14.54731733
0.36845457,-0.31685092,0.24516773,0.50558965,-0.49892887,0.49721693,0.49822125,282.91394134,1.55984760,-9.89267783,1.55984760,259.40101691,-27.50395120,-9.89267783,-27.50395120,292.95725910,1.29622258,3.47102789,1.26450806,3.47102789,11.51953876,7.15493664,1.26450806,7.15493664,14.37451948
0.36839384,-0.31645334,0.24516189,0.50559419,-0.49891984,0.49724765,0.49819503,282.69104875,1.72728847,-10.09427929,1.72728847,258.68846581,-27.86468200,-10.09427929,-27.86468200,292.82211505,1.30590634,3.52099775,1.21895416,3.52099775,11.64743060,6.95962342,1.21895416,6.95962342,14.20557036
0.36833355,-0.31604766,0.24515632,0.50559876,-0.49891078,0.49727842,0.49816876,282.46935294,1.89907533,-10.29758354,1.89907533,257.97063913,-28.22342582,-10.29758354,-28.22342582,292.68552112,1.31553798,3.57112011,1.17284139,3.57112011,11.77911737,6.76160721,1.17284139,6.76160721,14.04052780
0.36827373,-0.31563384,0.24515103,0.50560336,-0.49890169,0.49730922,0.49814244,282.24888080,2.07519884,-10.50258467,2.07519884,257.24747173,-28.58014314,-10.50258467,-28.58014314,292.54745556,1.32511202,3.62137710,1.12617870,3.62137710,11.91456735,6.56091216,1.12617870,6.56091216,13.87944765
0.36821440,-0.31521183,0.24514603,0.50560800,-0.49889257,0.49734005,0.49811608,282.02965953,2.25564840,-10.70927622,2.25564840,256.51889987,-28.93479473,-10.70927622,-28.93479473,292.40789676,1.33462293,3.67175036,1.07897558,3.67175036,12.05374529,6.35756440,1.07897558,6.35756440,13.72238370
0.36815559,-0.31478161,0.24514133,0.50561266,-0.49888344,0.49737090,0.49808969,281.81171674,2.44041212,-10.91765118,2.44041212,255.78486130,-29.28734161,-10.91765118,-29.28734161,292.26682329,1.34406504,3.72222101,1.03124208,3.72222101,12.19661241,6.15159205,1.03124208,6.15159205,13.56938770
0.36809735,-0.31434311,0.24513693,0.50561737,-0.49887428,0.49740177,0.49806326,281.59508038,2.62947683,-11.12770201,2.62947683,255.04529533,-29.63774512,-11.12770201,-29.63774512,292.12421385,1.35343261,3.77276969,0.98298874,3.77276969,12.34312638,5.94302517,0.98298874,5.94302517,13.42050924
0.36803969,-0.31389630,0.24513284,0.50562210,-0.49886510,0.49743265,0.49803681,281.37977878,2.82282804,-11.33942063,2.82282804,254.30014292,-29.98596695,-11.33942063,-29.98596695,291.98004735,1.36271980,3.82337655,0.93422670,3.82337655,12.49324132,5.73189586,0.93422670,5.73189586,13.27579571
0.36798264,-0.31344114,0.24512907,0.50562686,-0.49885591,0.49746353,0.49801034,281.16584063,3.02044997,-11.55279841,3.02044997,253.54934672,-30.33196912,-11.55279841,-30.33196912,291.83430290,1.37192068,3.87402125,0.88496760,3.87402125,12.64690777,5.51823816,0.88496760,5.51823816,13.13529230
0.36792624,-0.31297759,0.24512562,0.50563166,-0.49884670,0.49749441,0.49798385,280.95329499,3.22232548,-11.76782614,3.22232548,252.79285118,-30.67571405,-11.76782614,-30.67571405,291.68695980,1.38102924,3.92468297,0.83522362,3.92468297,12.80407269,5.30208812,0.83522362,5.30208812,12.99904192
0.36787050,-0.31250559,0.24512250,0.50563648,-0.49883747,0.49752528,0.49795735,280.74217126,3.42843612,-11.98449407,3.42843612,252.03060262,-31.01716459,-11.98449407,-31.01716459,291.53799757,1.39003938,3.97534044,0.78500751,3.97534044,12.96467949,5.08348376,0.78500751,5.08348376,12.86708514
0.36781546,-0.31202511,0.24511971,0.50564134,-0.49882824,0.49755614,0.49793084,280.53249924,3.63876206,-12.20279186,3.63876206,251.26254929,-31.35628401,-12.20279186,-31.35628401,291.38739599,1.39894493,4.02597190,0.73433251,4.02597190,13.12866801,4.86246508,0.73433251,4.86246508,12.73946023
0.36776113,-0.31153610,0.24511726,0.50564622,-0.49881899,0.49758697,0.49790433,280.32430906,3.85328215,-12.42270861,3.85328215,250.48864144,-31.69303605,-12.42270861,-31.69303605,291.23513504,1.40773963,4.07655516,0.68321245,4.07655516,13.29597453,4.63907405,0.68321245,4.63907405,12.61620303
0.36770754,-0.31103853,0.24511516,0.50565113,-0.49880973,0.49761779,0.49787782,280.11763122,4.07197382,-12.64423285,4.07197382,249.70883143,-32.02738494,-12.64423285,-32.02738494,291.08119499,1.41641718,4.12706759,0.63166163,4.12706759,13.46653180,4.41335458,0.63166163,4.41335458,12.49734699
0.36765471,-0.31053235,0.24511340,0.50565607,-0.49880047,0.49764858,0.49785131,279.91249657,4.29481318,-12.86735251,4.29481318,248.92307376,-32.35929543,-12.86735251,-32.35929543,290.92555637,1.42497118,4.17748611,0.57969493,4.17748611,13.64026907,4.18535253,0.57969493,4.18535253,12.38292310
0.36760265,-0.31001751,0.24511200,0.50566104,-0.49879120,0.49767933,0.49782481,279.70893632,4.52177492,-13.09205495,4.52177492,248.13132516,-32.68873281,-13.09205495,-32.68873281,290.76819997,1.43339518,4.22778724,0.52732772,4.22778724,13.81711209,3.95511567,0.52732772,3.95511567,12.27295990
0.36755140,-0.30949399,0.24511096,0.50566604,-0.49878192,0.49771004,0.49779832,279.50698202,4.75283235,-13.31832692,4.75283235,247.33354468,-33.01566295,-13.31832692,-33.01566295,290.60910689,1.44168267,4.27794708,0.47457589,4.27794708,13.99698314,3.72269370,0.47457589,3.72269370,12.16748341
0.36750096,-0.30896172,0.24511027,0.50567106,-0.49877264,0.49774072,0.49777184,279.30666559,4.98795739,-13.54615460,4.98795739,246.52969371,-33.34005229,-13.54615460,-33.34005229,290.44825852,1.44982710,4.32794133,0.42145585,4.32794133,14.17980111,3.48813818,0.42145585,3.48813818,12.06651717
0.36745136,-0.30842068,0.24510996,0.50567611,-0.49876336,0.49777134,0.49774539,279.10801926,5.22712053,-13.77552355,5.22712053,245.71973611,-33.66186791,-13.77552355,-33.66186791,290.28563657,1.45782184,4.37774532,0.36798452,4.37774532,14.36548148,3.25150255,0.36798452,3.25150255,11.97008216
