x,y,z,qw,qx,qy,qz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.29135233,0.54017633,0.24539708,0.50020231,-0.35185597,0.48529143,0.62488980,143.57885011,29.90209941,-11.43358743,29.90209941,186.36175988,123.10260572,-11.43358743,123.10260572,100.31322280,40.88211852,-18.90349520,-5.88661578,-18.90349520,9.17772382,3.86541645,-5.88661578,3.86541645,56.39038358
0.29131592,0.54125625,0.24538597,0.50022731,-0.35128296,0.48565430,0.62491025,142.78518536,29.61000155,-11.20137863,29.61000155,186.31617348,123.29871082,-11.20137863,123.29871082,100.37061019,41.09233939,-18.76782594,-6.17305015,-18.76782594,8.99802059,3.94195257,-6.17305015,3.94195257,56.09274661
0.29127996,0.54233415,0.24537493,0.50025251,-0.35070963,0.48601876,0.62492875,141.99236940,29.32347484,-10.96891416,29.32347484,186.27044171,123.49465459,-10.96891416,123.49465459,100.42822789,41.29354972,-18.62466216,-6.46165182,-18.62466216,8.81618888,4.01656470,-6.46165182,4.01656470,55.79883090
0.29124443,0.54341002,0.24536397,0.50027789,-0.35013599,0.48638483,0.62494530,141.20044638,29.04262858,-10.73626808,29.04262858,186.22447660,123.69039161,-10.73626808,123.69039161,100.48601181,41.48566255,-18.47411320,-6.75226759,-18.47411320,8.63241967,4.08911144,-6.75226759,4.08911144,55.50866540
0.29120931,0.54448382,0.24535311,0.50030344,-0.34956205,0.48675248,0.62495989,140.40946046,28.76757000,-10.50351376,28.76757000,186.17818593,123.88587691,-10.50351376,123.88587691,100.54389843,41.66859299,-18.31629480,-7.04473996,-18.31629480,8.44690612,4.15945353,-7.04473996,4.15945353,55.22227752
0.29117457,0.54555553,0.24534236,0.50032917,-0.34898782,0.48712174,0.62497251,139.61945586,28.49840419,-10.27072380,28.49840419,186.13147335,124.08106600,-10.27072380,124.08106600,100.60182475,41.84225806,-18.15132897,-7.33890718,-18.15132897,8.25984316,4.22745419,-7.33890718,4.22745419,54.93969293
0.29114017,0.54662512,0.24533175,0.50035508,-0.34841330,0.48749259,0.62498316,138.83047680,28.23523399,-10.03797007,28.23523399,186.08423847,124.27591491,-10.03797007,124.27591491,100.65972826,42.00657663,-17.97934385,-7.63460330,-17.97934385,8.07142720,4.29297927,-7.63460330,4.29297927,54.66093525
0.29110609,0.54769253,0.24532128,0.50038115,-0.34783850,0.48786504,0.62499183,138.04256754,27.97815994,-9.80532363,27.97815994,186.03637709,124.47038025,-9.80532363,124.47038025,100.71754688,42.16146932,-17.80047360,-7.93165820,-17.80047360,7.88185574,4.35589758,-7.93165820,4.35589758,54.38602585
0.29107227,0.54875773,0.24531097,0.50040738,-0.34726344,0.48823909,0.62499852,137.25577239,27.72728019,-9.57285475,27.72728019,185.98778126,124.66441923,-9.57285475,124.66441923,100.77521891,42.30685842,-17.61485823,-8.22989768,-17.61485823,7.69132700,4.41608109,-8.22989768,4.41608109,54.11498359
0.29103867,0.54982068,0.24530084,0.50043377,-0.34668812,0.48861474,0.62500322,136.47013567,27.48269042,-9.34063284,27.48269042,185.93833952,124.85798967,-9.34063284,124.85798967,100.83268304,42.44266783,-17.42264345,-8.52914345,-17.42264345,7.50003956,4.47340520,-8.52914345,4.47340520,53.84782456
